id,ID,food,Caloric Value,Protein,Carbohydrates,Fat,Sugars
934,43,coconut milk,35,0.3,0.8,3.6,0.5
935,44,cocoa powder,28,0.5,5.9,0.3,4.6
936,45,rice drink,113,0.7,22.0,2.3,12.7
937,46,coconut water,46,1.7,8.9,0.5,6.3
938,47,caramel med iced coffee dunkin donuts,268,0.0,0.0,9.0,0.0
939,48,instant coffee with water decaffeinated,4,0.2,0.8,0.0,0.0
940,49,instant coffee powder,353,12.2,75.4,0.5,0.0
941,50,instant coffee powder decaffeinated,6,0.2,1.4,0.069,0.0
942,51,instant cappuccino powder,53,0.4,11.2,0.7,9.0
943,52,coffee decaffeinated,0,0.2,0.0,0.0,0.0
944,53,espresso decaffeinated,3,0.065,0.5,0.011,0.0
945,54,instant coffee with water,4,0.2,0.6,0.0,0.0
946,55,coffee,2,0.3,0.0,0.069,0.0
947,56,espresso,3,0.021,0.5,0.086,0.0
948,57,whey protein powder vanilla eas,108,0.0,0.0,1.7,0.0
949,58,energy drink sugar free red bull,13,0.6,1.8,0.2,0.0
950,59,powerade coca cola,9,0.0,2.3,0.009,1.8
951,60,amp energy pepsi,110,0.6,29.0,0.2,29.0
952,61,gatorade g2 pepsi,2,0.069,0.6,0.052,0.4
953,62,amp energy sugar free pepsi,5,0.0,2.5,0.0,0.0
954,63,energy drink red bull,111,1.2,26.4,0.0,26.4
955,64,powerade zero ion4 coca cola,0,0.0,0.0,0.0,0.0
956,65,full throttle coca cola,110,0.6,29.0,0.2,29.0
957,66,passion fruit juice purple,148,1.7,35.7,0.4,35.2
958,67,pomegranate juice,134,0.4,32.7,0.7,31.5
959,68,cranberry apricot juice,157,0.5,39.7,0.0,0.0
960,69,pineapple juice,133,0.9,32.2,0.3,25.0
961,70,passion fruit juice yellow,126,1.0,33.6,0.1,33.1
962,71,orange apricot juice,128,0.8,31.8,0.3,30.2
963,72,tangerine juice,106,1.2,24.9,0.5,24.5
964,73,orange juice,90,1.4,20.8,0.4,16.8
965,74,grapefruit juice,96,1.2,22.7,0.2,0.0
966,75,pineapple grapefruit juice,118,0.5,29.0,0.3,28.8
967,76,tamarind nectar,143,0.2,37.0,0.3,31.9
968,77,apple juice,114,0.2,28.0,0.3,23.9
969,78,limeade,128,0.0,34.1,0.0,32.8
970,79,guava nectar,158,0.2,40.8,0.2,32.5
971,80,orange grapefruit juice,106,1.5,25.4,0.2,25.1
972,81,orange juice sainsburys,14,0.0,0.0,0.088,0.0
973,82,cranberry apple juice,154,0.0,38.8,0.3,35.5
974,83,pineapple orange juice,125,3.3,29.5,0.0,29.0
975,84,pear nectar,150,0.3,39.4,0.062,0.0
976,85,blackberry juice,95,0.8,19.5,1.5,19.3
977,86,lemon juice,54,0.9,16.6,0.6,6.1
978,87,cranberry grape juice,137,0.5,34.3,0.2,0.0
979,88,citrus fruit juice,114,0.8,28.3,0.057,20.2
980,89,prune juice,182,1.6,44.7,0.006,42.1
981,90,guanabana nectar,148,0.3,37.5,0.4,32.8
982,91,fruit juice,108,0.3,26.3,0.1,24.2
983,92,horchata,15,0.1,3.3,0.2,2.6
984,93,fruit punch,98,0.2,24.4,0.4,0.0
985,94,apricot nectar,139,0.9,35.7,0.2,34.2
986,95,orangensaft ja,86,0.0,1.4,0.0,0.024
987,96,fruchtcocktail granini,102,0.0,1.0,0.4,0.0
988,97,peach nectar,125,0.5,29.7,1.3,27.8
989,98,orange pineapple juice,15,0.1,3.6,0.08,3.1
990,99,cranberry juice,92,0.8,24.4,0.3,24.2
991,100,white grapefruit juice,96,1.2,22.7,0.2,22.5
992,101,mango nectar,128,0.3,32.9,0.2,31.2
993,102,acerola cherry juice,56,1.0,11.6,0.7,10.9
994,103,apple juice concentrate,350,1.1,86.5,0.8,81.9
995,104,papaya nectar,143,0.4,36.3,0.4,34.8
996,105,apple juice martinellis,122,0.0,0.0,0.0,0.0
997,106,lime juice,61,1.0,20.4,0.2,4.1
998,107,grape juice,152,0.9,37.4,0.3,35.9
999,108,water dannon,0,0.0,0.0,0.0,0.0
1000,109,tap water,0,0.0,0.0,0.0,0.0
1001,110,table water,0,0.0,0.0,0.0,0.0
1002,111,fruit flavored water,52,0.0,13.0,0.0,13.0
1003,112,water,0,0.0,0.0,0.0,0.0
1004,113,cola light coca cola,0,0.0,0.0,0.0,0.0
1005,114,lemon lime soda,151,0.3,38.4,0.0,37.6
1006,115,tonic water,114,0.0,29.6,0.0,29.6
1007,116,lemonade low calorie,7,0.092,1.6,0.0,0.0
1008,117,ginger ale,68,0.0,17.5,0.0,17.4
1009,118,ice tea lemon flavor nestle,88,0.0,22.3,0.0,22.3
1010,119,sprite coca cola,80,0.1,20.3,0.063,18.0
1011,120,cola coca cola,151,0.0,38.9,0.0,38.9
1012,121,cola,74,0.1,19.1,0.07,17.9
1013,122,cream soda,252,0.0,65.7,0.0,65.7
1014,123,club soda,0,0.0,0.0,0.0,0.0
1015,124,pink lemonade,86,0.1,21.6,0.3,20.6
1016,125,grape soda,160,0.0,41.7,0.0,0.0
1017,126,cola without caffeine coca cola,151,0.0,38.9,0.0,38.9
1018,127,white lemonade,80,0.1,20.8,0.003,20.0
1019,128,chocolate soda,207,0.0,52.6,0.0,52.6
1020,129,sweet tea lipton,130,0.0,35.0,0.0,35.0
1021,130,hibiscus tea,74,0.9,14.8,1.3,12.0
1022,131,instant lemon tea,2,0.1,0.3,0.0,0.047
1023,132,pesca tea santal,116,0.0,0.0,0.0,0.0
1024,133,instant lemon tea sweetened,91,0.071,22.3,0.2,21.6
1025,134,tea with milk and sugar yorkshire,15,0.0,0.4,0.5,0.0
1026,135,tea blueberry muffin tekanne,4,0.0,0.4,0.2,0.007
1027,136,chamomile tea,2,0.0,0.4,0.0,0.0
1028,137,black tea,2,0.0,0.7,0.0,0.0
1029,138,herb tea,2,0.0,0.4,0.0,0.0
1030,139,clam tomato juice,80,1.0,18.2,0.3,5.5
1031,140,tomato juice,41,2.1,8.6,0.7,6.3
1032,141,vegetable juice,53,1.5,11.1,0.2,7.9
1033,142,tomato vegetable juice,53,1.5,11.1,0.2,9.2
1034,143,carrot juice,80,1.9,18.6,0.3,7.8
1035,144,acorn dried,144,2.3,15.2,8.9,0.0
1036,145,fenugreek seeds,36,2.6,6.5,0.7,0.0
1037,146,peanut topping mcdonalds,181,7.9,4.6,15.0,1.2
1038,147,beechnuts dried,173,1.9,10.1,15.0,0.0
1039,148,breadnut tree seeds raw,61,1.7,13.1,0.3,0.0
1040,149,cumin seeds,8,0.4,0.9,0.5,0.063
1041,150,pili nuts dried,863,13.0,4.8,95.5,0.0
1042,151,hazelnuts roasted,194,4.5,5.3,18.7,1.5
1043,152,lupins cooked,193,25.8,15.4,4.8,0.0
1044,153,hazelnuts blanched,178,3.9,4.8,17.3,1.0
1045,154,brazilnuts dried,33,0.7,0.6,3.3,0.1
1046,155,sunflower seeds dry roasted,47,1.5,1.9,4.0,0.2
1047,156,ginkgo nuts canned,172,3.5,34.3,2.5,0.0
1048,157,peanuts cooked,572,24.3,38.3,39.6,4.4
1049,158,pumpkin squash seeds dried,721,39.0,13.8,63.3,1.8
1050,159,cashew nuts raw,156,5.2,8.5,12.4,1.7
1051,160,sunflower seeds dried,269,9.6,9.2,23.7,1.2
1052,161,lotus seeds dried,106,4.9,20.6,0.6,0.0
1053,162,butternuts dried,734,29.9,14.5,68.4,0.0
1054,163,sesame seeds dried,52,1.6,2.1,4.5,0.031
1055,164,breadfruit seeds,57,2.2,8.8,1.7,0.0
1056,165,pinyon pine nuts dried,1,0.083,0.01,0.073,0.0
1057,166,pine nuts dried,909,18.5,17.7,92.3,4.8
1058,167,flaxseeds,55,1.9,3.0,4.3,0.2
1059,168,safflower seed kernels dried,146,4.6,9.7,10.9,0.0
1060,169,pistachio nuts raw,691,24.9,33.8,55.8,9.4
1061,170,peanuts raw,828,37.7,23.5,71.9,5.8
1062,171,poppy seeds,46,1.6,2.5,3.7,0.3
1063,172,valencia peanuts raw,832,36.6,30.5,69.5,0.0
1064,173,spanish peanuts,832,38.2,23.1,72.4,0.0
1065,174,dill seeds,20,1.1,3.6,1.0,0.0
1066,175,caraway seeds,22,1.3,3.3,1.0,0.038
1067,176,acorn raw,110,1.7,11.5,6.8,0.0
1068,177,almonds roasted,182,6.4,5.3,16.6,1.4
1069,178,lotus seeds raw,25,1.2,4.9,0.1,0.0
1070,179,chestnuts cooked,37,0.6,7.9,0.4,0.0
1071,180,alfalfa seeds,1,0.1,0.002,0.075,0.058
1072,181,virginia peanuts roasted,173,7.8,6.0,14.6,0.0
1073,182,hazelnuts raw,471,11.2,12.5,45.6,3.3
1074,183,anise seeds,7,0.4,1.1,0.3,0.0
1075,184,macadamia nuts roasted,215,2.3,4.0,22.8,1.2
1076,185,studentenfutter alnatura,139,3.1,13.2,7.8,11.7
1077,186,pumpkin squash seeds roasted,46,2.4,1.2,3.9,0.1
1078,187,water chestnut raw,120,1.7,29.7,0.1,6.0
1079,188,chestnuts roasted,37,0.5,7.9,0.3,1.6
1080,189,ginkgo nuts raw,52,1.2,10.6,0.5,0.0
1081,190,almonds raw,9,0.3,0.3,0.7,0.026
1082,191,peanuts roasted,180,8.4,4.6,15.8,1.3
1083,192,sunflower seeds toasted,829,23.1,27.6,76.1,0.0
1084,193,sisymbrium seeds,235,9.0,43.1,3.4,0.0
1085,194,breadnut tree seeds dried,587,13.8,127.0,2.7,0.0
1086,195,pecans raw,753,10.0,15.1,78.4,4.3
1087,196,chia seeds dried,138,4.7,11.9,8.7,0.0
1088,197,japanese chestnuts roasted,57,0.8,12.8,0.2,0.0
1089,198,sesame seeds toasted,45,1.4,2.1,3.8,0.0
1090,199,cashew nuts roasted,174,5.1,9.0,14.3,1.5
1091,200,lupins raw,668,65.1,72.7,17.5,0.0
1092,201,mustard seeds ground,10,0.5,0.6,0.7,0.1
1093,202,mixed nuts roasted,178,5.2,7.6,15.4,1.4
1094,203,salat mix alestro,61,0.0,2.4,5.2,0.0
1095,204,chestnuts raw,309,3.5,66.0,3.3,0.0
1096,205,pistachio nuts roasted,172,6.3,8.5,13.7,2.3
1097,206,walnut,33,0.8,0.7,3.3,0.1
1098,207,celery seeds,25,1.2,2.7,1.6,0.078
1099,208,hickorynuts dried,788,15.3,21.9,77.2,0.0
1100,209,spanish peanuts roasted,851,41.2,25.7,72.1,0.0
1101,210,woca seeds dried,102,2.2,22.6,0.3,0.1
1102,211,pecans roasted,215,2.8,3.9,22.6,1.2
1103,212,fennel seeds,7,0.3,1.0,0.3,0.0
1104,213,chinese chestnuts roasted,68,1.3,14.8,0.3,0.0
1105,214,watermelon seed kernels dried,602,30.6,16.5,51.2,0.0
1106,215,macadamia nuts raw,38,0.4,0.7,4.0,0.2
1107,216,pectin,163,0.2,45.2,0.2,0.0
1108,217,black walnut dried,31,1.2,0.5,3.0,0.018
1109,218,water chestnut canned,70,1.2,17.2,0.015,3.4
1110,219,ginkgo nuts dried,98,2.9,20.5,0.6,0.0
1111,220,virginia peanuts raw,822,36.8,24.1,71.2,5.8
1112,221,valencia peanuts roasted,177,8.1,4.9,15.4,0.0
1113,222,nesfit diet cereal nestle,75,0.0,0.0,0.0,0.0
1114,223,corn grits cooked,182,4.4,37.9,1.2,0.3
1115,224,amaranth flakes,134,5.9,27.0,2.7,0.2
1116,225,granola,293,8.2,32.3,14.6,11.9
1117,226,muesli with fruit nuts,231,4.3,45.7,3.4,14.2
1118,227,muesli master crumble,124,2.4,4.5,2.4,0.042
1119,228,bran flakes,131,4.0,32.2,0.8,7.4
1120,229,nut cereal,245,4.0,46.2,5.9,17.2
1121,230,corn flakes,108,1.7,24.6,0.3,2.2
1122,231,corn grits dry,36,0.7,7.7,0.2,0.008
1123,0,margarine with yoghurt,88,0.058,0.073,9.8,0.0
1124,1,sunflower seed butter,99,2.8,3.7,8.8,1.7
1125,2,hazelnut oil,120,0.0,0.0,13.6,0.0
1126,3,menhaden fish oil,1966,0.0,0.0,218.0,0.0
1127,4,cod liver fish oil,123,0.0,0.0,13.6,0.0
1128,5,sardine oil,123,0.0,0.0,13.6,0.0
1129,6,cupu assu oil,120,0.0,0.0,13.6,0.0
1130,7,lard,115,0.0,0.0,12.8,0.0
1131,8,sesame butter,94,2.9,3.8,8.1,0.0
1132,9,margarine spread,59,0.082,0.1,6.7,0.0
1133,10,lard vegetable oil,115,0.0,0.0,12.8,0.0
1134,11,shortening,113,0.0,0.0,12.8,0.0
1135,12,vegetable oil spread,75,0.007,0.1,8.4,0.0
1136,13,cottonseed oil,120,0.0,0.0,13.6,0.0
1137,14,vegetable oil spread fat free,6,0.2,0.4,0.5,0.0
1138,15,soy margarine,88,0.0,0.0,9.9,0.0
1139,16,margarine with salt,100,0.031,0.017,11.3,0.0
1140,17,margarine,102,0.037,0.018,11.5,0.0
1141,18,salmon fish oil,123,0.0,0.0,13.6,0.0
1142,19,nutmeg butter oil,1927,0.0,0.0,218.0,0.0
1143,20,almond butter,98,3.4,3.0,8.9,0.7
1144,21,sour cream shoprite,60,0.0,1.0,5.0,0.014
1145,22,ucuhuba butter oil,120,0.0,0.0,13.6,0.0
1146,23,chicken fat,115,0.0,0.0,12.8,0.0
1147,24,herring fish oil,123,0.0,0.0,13.6,0.0
1148,25,bacon grease,39,0.0,0.0,4.3,0.0
1149,26,turkey fat,45,0.0,0.0,5.0,0.0
1150,27,beef tallow,115,0.0,0.0,12.8,0.0
1151,28,goose fat,45,0.0,0.0,5.0,0.0
1152,29,duck fat,44,0.0,0.0,5.0,0.0
1153,30,mutton tallow,45,0.0,0.0,5.0,0.0
1154,31,grapeseed oil,120,0.0,0.0,13.6,0.0
1155,32,sheanut oil,1927,0.0,0.0,218.0,0.0
1156,33,almond oil,120,0.0,0.0,13.6,0.0
1157,34,sunflower oil,120,0.0,0.0,13.6,0.0
1158,35,cashew butter,94,2.8,4.4,7.9,0.8
1159,36,canola oil,124,0.0,0.0,14.0,0.0
1160,37,babassu oil,1927,0.0,0.0,218.0,0.0
1161,38,teaseed oil,120,0.0,0.0,13.6,0.0
1162,39,avocado oil,124,0.0,0.0,14.0,0.0
1163,40,vegetable palm kernel oil,117,0.0,0.0,13.6,0.0
1164,41,coconut oil,117,0.0,0.0,13.6,0.0
1165,42,safflower oil,120,0.0,0.0,13.6,0.0
1166,43,vegetable oil,120,0.0,0.0,13.6,0.0
1167,44,apricot kernel oil,40,0.0,0.0,4.5,0.0
1168,45,peanut oil,119,0.0,0.0,13.5,0.0
1169,46,poppyseed oil,120,0.0,0.0,13.6,0.0
1170,47,flaxseed oil,120,0.086,0.0,13.6,0.0
1171,48,tomatoseed oil,1927,0.0,0.0,218.0,0.0
1172,49,wheat germ oil,120,0.0,0.0,13.6,0.0
1173,50,sesame oil,40,0.0,0.0,4.5,0.0
1174,51,corn granola oil,124,0.0,0.0,14.0,0.0
1175,52,cocoa butter oil,120,0.0,0.0,13.6,0.0
1176,53,olive oil,119,0.0,0.0,13.5,0.0
1177,54,palm kernel oil,40,0.0,0.0,4.5,0.0
1178,55,mustard oil,124,0.0,0.0,14.0,0.0
1179,56,rice bran oil,120,0.0,0.0,13.6,0.0
1180,57,vegetable macaroni dry,308,11.0,62.9,0.9,0.0
1181,58,chow mein noodles,257,5.9,37.5,9.9,0.5
1182,59,chinese noodles,456,0.2,111.9,0.094,0.0
1183,60,vegetable macaroni cooked,172,6.1,35.7,0.1,1.5
1184,61,corn pasta dry,375,7.8,83.2,2.2,0.0
1185,62,egg noodles dry,146,5.4,27.1,1.7,0.7
1186,63,whole wheat spaghetti dry,98,4.1,21.2,0.4,0.0
1187,64,japanese soba noodles dry,95,4.1,21.1,0.2,0.0
1188,65,rice noodles dry,103,1.0,23.6,0.2,0.0
1189,66,spinach spaghetti dry,105,3.8,21.2,0.4,0.8
1190,67,egg noodles cooked,110,3.6,20.1,1.7,0.3
1191,68,japanese somen noodles cooked,231,7.0,48.5,0.3,0.0
1192,69,whole wheat macaroni dry,365,15.4,78.8,1.5,0.0
1193,70,pasta marinara and ground beef sauce,41,2.5,4.1,1.6,1.0
1194,71,macaroni raw,390,13.7,78.4,1.6,2.8
1195,72,spaghetti dry,105,3.7,21.1,0.4,0.8
1196,73,fusilli cucina,100,0.0,3.4,0.4,0.041
1197,74,japanese somen noodles dry,101,3.2,21.0,0.2,0.0
1198,75,pasta cooked,301,11.8,57.3,2.4,0.0
1199,76,macaroni cooked,221,8.1,43.2,1.3,0.8
1200,77,spinach egg noodles dry,145,5.6,26.7,1.7,0.0
1201,78,japanese soba noodles cooked,113,5.8,24.4,0.1,0.0
1202,79,rice noodles cooked,190,3.2,42.3,0.4,0.052
1203,80,whole wheat macaroni cooked,174,7.5,37.2,0.8,1.1
1204,81,spaghetti cooked,363,13.3,71.0,2.1,1.3
1205,82,whole wheat spaghetti cooked,174,7.5,37.2,0.8,1.1
1206,83,waffle,218,5.9,24.7,10.6,0.0
1207,84,baked taco shell,61,0.8,8.3,2.7,0.2
1208,85,puff pastry,1367,18.1,112.0,94.3,1.8
1209,86,blueberry muffin,214,2.6,30.2,9.2,17.9
1210,87,bread crumbs,427,14.4,77.7,5.7,6.7
1211,88,warm cinnamon roll mcdonalds,113,2.0,15.0,5.1,7.0
1212,89,corn muffin,201,3.9,33.7,5.5,11.7
1213,90,tortilla,467,14.3,98.4,1.9,5.4
1214,91,croutons seasoned,186,4.3,25.4,7.3,1.8
1215,92,buttermilk waffle,102,2.4,16.0,3.1,1.5
1216,93,flour tortilla,146,3.9,24.1,3.7,1.3
1217,94,glazed donut,55,0.8,6.2,3.0,3.0
1218,95,corn tortilla,52,1.4,10.7,0.7,0.2
1219,96,muffin,169,3.9,23.6,6.5,0.0
1220,97,croutons,33,1.0,5.9,0.5,0.0
1221,98,donut with jelly filling,289,5.0,33.2,15.9,17.9
1222,99,sweet cinnamon rolls,309,5.1,42.2,13.6,26.3
1223,100,oat bran muffin,46,1.2,8.2,1.3,1.4
1224,101,french cruller donut,169,1.3,24.4,7.5,14.4
1225,102,pancakes,86,2.4,10.8,3.7,0.0
1226,103,chocolate donut,250,2.7,34.4,11.9,19.2
1227,104,sweet cheese rolls,238,4.7,28.8,12.1,0.0
1228,105,eclair,234,4.4,11.2,19.2,2.0
1229,106,donut with cream filling,307,5.4,25.5,20.8,12.4
1230,107,fruit toaster pastry,209,2.4,37.1,5.6,14.8
1231,108,donut,192,2.3,22.9,10.3,0.0
1232,109,pancakes whole wheat,92,3.7,12.9,2.9,0.0
1233,110,keikitos,196,2.9,22.3,10.6,10.8
1234,111,zwieback,30,0.7,5.2,0.7,0.9
1235,112,chocolate coated donut,81,0.9,9.2,4.5,4.8
1236,113,waffle toasted,103,2.4,16.3,3.2,1.7
1237,114,cinnamon toaster pastry,206,2.6,34.1,7.1,0.0
1238,115,wheat bran bread,89,3.2,17.2,1.2,3.5
1239,116,white bread,77,2.6,14.3,1.0,1.6
1240,117,oat bran bread,71,3.1,11.9,1.3,2.3
1241,118,whole wheat bread natures own,50,0.0,0.0,1.0,0.0
1242,119,high protein bread dr zaks,152,0.0,15.3,3.0,0.6
1243,120,wheat bread,79,3.1,13.8,1.3,1.7
1244,121,egg bread toasted,117,3.9,19.5,2.4,0.7
1245,122,butter toastbrot ja,66,0.0,2.0,0.9,0.4
1246,123,vienna bread toasted,93,3.8,18.0,0.6,1.0
1247,124,vienna bread,92,3.8,18.1,0.6,0.8
1248,125,protein bread,47,2.3,8.3,0.4,0.3
1249,126,banana bread,186,2.5,31.1,6.0,0.0
1250,127,rice bran bread,66,2.4,11.7,1.2,1.3
1251,128,white fibre wonder bread,95,3.5,18.0,1.0,2.0
1252,129,focaccia,142,5.0,20.4,4.5,1.0
1253,130,oat bran bread toasted,70,3.1,11.8,1.3,2.3
1254,131,rye bread,83,2.7,15.5,1.1,1.2
1255,132,wheat germ bread,73,2.7,13.5,0.8,1.0
1256,133,protein bread toasted,46,2.2,8.2,0.4,0.2
1257,134,oatmeal bread,73,2.3,13.1,1.2,2.2
1258,135,arepa,215,5.4,36.4,5.3,0.9
1259,136,raisin bread toasted,86,2.5,16.5,1.4,1.8
1260,137,cracked wheat bread,74,2.5,14.0,1.1,0.0
1261,138,garlic bread,151,3.6,17.9,7.1,1.6
1262,139,rye bread toasted,82,2.7,15.4,1.0,1.2
1263,140,whole wheat bread,128,3.9,23.6,2.5,1.8
1264,141,whole wheat bread toasted,128,3.9,23.7,2.5,1.8
1265,142,pan dulce bread,231,5.9,35.5,7.3,7.9
1266,143,rice bran bread toasted,66,2.4,11.8,1.3,1.3
1267,144,pita bread whole wheat,74,2.7,15.4,0.7,0.2
1268,145,wheat germ bread toasted,73,2.7,13.6,0.8,1.0
1269,146,pumpernickel bread,65,2.3,12.4,0.8,0.1
1270,147,frybread,502,10.2,73.4,18.6,3.1
1271,148,white bread toasted,83,2.5,15.4,1.1,1.3
1272,149,piki bread,109,2.5,20.2,2.0,0.4
1273,150,wheat bread toasted,75,3.1,13.4,1.0,1.5
1274,151,pita bread,165,5.5,33.4,0.7,0.8
1275,152,potato bread,85,4.0,15.1,1.0,3.0
1276,153,egg bread,115,3.8,19.1,2.4,0.7
1277,154,oatmeal bread toasted,73,2.3,13.2,1.2,2.2
1278,155,cheese bread,196,5.0,21.5,10.0,1.0
1279,156,pumpernickel bread toasted,80,2.8,15.1,1.0,0.2
1280,157,raisin bread,88,2.5,16.7,1.4,1.8
1281,158,pumpernickel roll,77,3.0,14.8,0.8,0.1
1282,159,cinnamon raisin bagel,71,2.5,14.4,0.4,1.6
1283,160,english muffin,127,5.0,25.5,1.1,0.9
1284,161,rye dinner roll,123,4.4,22.8,1.5,0.5
1285,162,english muffin whole wheat,134,5.8,26.7,1.4,5.3
1286,163,dinner roll whole wheat,74,2.4,14.3,1.3,2.4
1287,164,dinner roll,76,2.4,12.9,1.8,0.5
1288,165,hotdog roll,117,4.1,21.1,1.6,3.1
1289,166,bagel,245,10.0,47.9,1.5,6.0
1290,167,oat bran bagel,176,7.4,36.8,0.8,1.1
1291,168,pain au chocolat de la boulangerie,235,0.0,0.0,12.0,0.0
1292,169,egg bagel,72,2.8,13.8,0.5,0.0
1293,170,english muffin toasted,140,5.4,27.4,1.1,1.8
1294,171,english muffin whole wheat toasted,135,5.9,26.9,1.4,5.4
1295,172,biscuit,357,7.1,45.0,16.5,2.2
1296,173,french roll,105,3.3,19.1,1.6,0.1
1297,174,oat bran dinner roll,78,3.1,13.3,1.5,2.2
1298,175,pecan shortbread cookies,76,0.7,8.2,4.6,0.0
1299,176,oatmeal cookies,113,1.6,17.2,4.5,6.2
1300,177,chocolate wafers,485,7.4,81.1,15.9,33.2
1301,178,vanilla wafers low fat,353,4.0,58.9,12.2,30.0
1302,179,chocolate chip cookies mcdonalds,136,1.6,18.7,6.4,9.6
1303,180,gingersnap cookies,29,0.4,5.4,0.7,1.4
1304,181,biscotti abbracci mulino bianco,54,0.4,0.8,2.6,0.051
1305,182,chocolate chip cookie,63,0.5,9.3,2.8,5.3
1306,183,brownie,243,2.9,38.3,9.8,22.0
1307,184,shortbread cookies,40,0.5,5.2,1.9,1.2
1308,185,oatmeal cookies with raisins,65,1.0,10.3,2.4,0.0
1309,186,peanut butter sandwich cookies,67,1.2,9.2,3.0,5.0
1310,187,sugar cookies,72,0.8,10.2,3.2,5.7
1311,188,chocolate covered graham crackers,68,0.8,9.3,3.2,5.8
1312,189,raisin cookies,60,0.6,10.2,2.0,7.1
1313,190,vanilla wafers,28,0.3,4.3,1.2,0.0
1314,191,graham crackers,355,5.8,64.5,8.5,26.1
1315,192,peanut butter cookies,95,1.8,11.8,4.8,0.0
1316,193,vanilla sandwich cookie,72,0.7,10.8,3.0,5.9
1317,194,sugar wafers with creme filling,51,0.4,7.1,2.3,4.3
1318,195,cheese puffs,197,2.1,18.6,12.8,1.1
1319,196,saltine crackers,13,0.3,2.2,0.3,0.063
1320,197,trail mix,139,4.1,13.5,8.8,0.0
1321,198,corn cones,144,1.6,17.8,7.6,0.0
1322,199,chocolate pretzels,50,0.8,7.8,1.8,0.0
1323,200,french toast sticks,73,1.3,8.9,3.8,2.1
1324,201,crackers,82,1.1,9.8,4.2,1.3
1325,202,sesame sticks,54,1.1,4.7,3.7,0.084
1326,203,cheese crackers,34,0.8,4.2,1.6,0.3
1327,204,oriental rice cracker mix,143,4.9,14.6,7.2,0.8
1328,205,breadsticks,103,3.0,17.1,2.4,0.3
1329,206,milk crackers,50,0.8,7.7,1.7,1.8
1330,207,matzo crackers whole wheat,98,3.7,22.1,0.4,0.0
1331,208,matzo crackers with egg,109,3.4,22.0,0.6,0.0
1332,209,granola bites,23,0.4,3.3,0.9,1.5
1333,210,crackers whole wheat,120,3.0,19.5,4.0,0.3
1334,211,tropical trail mix,619,8.8,91.8,23.9,0.0
1335,212,soft pretzels,389,9.4,79.8,3.6,0.3
1336,213,corn tostada shell,58,0.8,7.9,2.9,0.0
1337,214,matzo crackers,111,2.8,23.4,0.4,0.098
1338,215,sesame crunch,9,0.2,0.9,0.6,0.6
1339,216,trail mix with chocolate chips,707,20.7,65.6,46.6,0.0
1340,217,cracker meal,440,10.7,93.0,2.0,0.4
1341,218,puffed rice,153,2.4,34.1,0.2,0.0
1342,219,filinchen gutena,19,0.4,0.5,0.2,0.028
1343,220,melba toast crackers,117,3.6,23.0,1.0,0.3
1344,221,matzo crackers with egg onion,109,2.8,21.6,1.1,0.0
1345,222,cornnuts,126,2.4,20.3,4.4,0.2
1346,223,bagel chips,789,21.6,116.1,26.5,10.5
1347,224,pretzels,115,3.0,24.1,0.9,0.7
1348,225,potato raw,164,4.3,37.2,0.2,1.7
1349,226,gatto di patate home made,202,0.0,4.0,9.4,3.6
1350,227,baked potato,161,4.3,36.6,0.2,2.0
1351,228,potato sticks,188,2.4,19.2,12.4,0.006
1352,229,potato cooked,52,1.1,12.1,0.006,0.5
1353,230,vivaldi potatoes sainsburys,23,0.0,0.0,0.1,0.0
1354,231,potato ham chowder soup,192,6.5,13.4,12.5,0.0
1355,232,russet potato raw,292,7.9,66.7,0.3,2.3
1356,233,russet potato baked,290,7.9,64.1,0.4,3.2
1357,234,french fries,13,0.2,2.2,0.4,0.088
1358,235,potato scalloped,216,7.0,26.4,9.0,0.0
1359,236,cottage fries,11,0.2,1.9,0.4,0.019
1360,237,mashed potatoes,215,4.0,35.5,6.8,1.2
1361,238,mashed potato with milk and butter,237,3.9,35.3,8.9,3.0
1362,239,red potato raw,149,4.0,33.9,0.3,2.7
1363,240,potato pancake,59,1.3,6.1,3.2,0.4
1364,241,potato puffs,243,2.6,35.5,11.0,0.3
1365,242,red potato baked,74,2.0,16.7,0.1,1.2
1366,243,potatoes canned,132,3.6,29.7,0.3,0.0
1367,244,potato skin raw,22,1.0,4.7,0.099,0.0
1368,245,shoestring french fries,4,0.099,0.7,0.1,0.062
1369,246,hash brown potato,144,1.4,15.3,9.0,0.3
1370,247,baked chips lays,130,0.0,0.0,2.0,0.0
1371,248,corn chips,162,1.9,17.2,10.0,0.031
1372,249,nacho cheese tortilla chips low fat,90,2.4,18.5,1.0,0.8
1373,250,corn chips barbecue,1036,13.9,111.3,64.7,0.0
1374,251,corn chips unsalted,490,5.8,50.5,29.4,1.2
1375,252,potato chips fat free,860,21.9,190.1,1.4,8.4
1376,253,sweet chilli kettle baked chips,99,2.0,2.1,2.2,0.4
1377,254,taro chips,11,0.049,1.6,0.6,0.04
1378,255,potato chips reduced fat,801,12.1,113.7,35.4,0.4
1379,256,onion snacks,150,2.3,19.5,6.8,1.4
1380,257,potato chips cheese,843,14.5,98.1,46.2,0.0
1381,258,yuca cassava chips,9,0.054,1.2,0.4,0.006
1382,259,tortilla chips low fat,117,3.1,22.6,1.6,0.2
1383,260,ranch flavor tortilla chips,992,14.2,124.2,48.8,6.0
